No_Radicacion;Proceso;FechaCreacion;EsRepresa;Tramite;TipoLiquidacion;Instancia;TiemposPublicos;TipoDoc;CodigoDane;TipoDeSolicitante;Origen;Proceso_Entrada;Oficina;EsFortalecimiento;TipoRadicado;Grupotrabajo;Salarioprom;Target;salariosMin
2022_16326413;2;44873;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;17
2023_950813_2;2;45008;0;25;2;5;0;1;86001;6;4;5;;0;1;1;;MANUAL;17
2023_140998;2;44929;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;17
2023_91513_2;2;45008;0;25;1;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;17
2023_828183;2;44943;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;18
2023_730354;2;44942;0;15;1;1;1;1;;5;1;1;26;1;1;2;;MANUAL;18
2023_1493037_2;2;44993;0;23;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;18
2023_1477233_2;2;45007;0;32;1;5;0;1;76109;11;4;5;;0;1;1;;MANUAL;18
2022_18865243_2;2;45009;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;18
2022_16513041_2;2;45013;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;18
2023_20093_2;2;45001;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;19
2023_671245_2;2;44994;0;25;2;5;0;1;23001;1;4;5;;0;1;1;;MANUAL;19
2023_946518;2;44945;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;19
2023_483915;2;44937;0;15;1;1;1;1;;5;1;1;19;1;1;2;;MANUAL;19
2023_197686_2;2;45013;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;19
2023_726516_2;2;44998;0;23;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;18
2023_668738;2;44939;0;15;1;1;1;1;;5;1;1;14;1;1;2;;MANUAL;18
2023_4807838;2;45015;0;25;2;1;0;1;;17;1;1;9;1;2;2;;MANUAL;19
2023_1307286_2;2;45001;0;36;1;5;0;1;68081;6;4;5;;0;1;1;;MANUAL;19
2022_18491116;2;44911;0;15;1;1;1;1;;32;1;1;24;1;1;2;;MANUAL;19
2023_1071560_2;2;44999;0;25;1;5;0;1;5045;6;4;5;;0;1;1;;MANUAL;19
2022_16632062_2;2;45015;0;25;2;5;0;1;63001;1;4;5;;0;1;1;;MANUAL;19
2023_1215887_2;2;44993;0;30;1;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;20
2023_112949_2;2;44992;0;25;2;5;0;1;8001;6;4;5;;0;1;1;;MANUAL;20
2022_17354907_2;2;45009;0;25;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;20
2023_1391645_2;2;45014;0;21;1;5;0;1;76520;11;4;5;;0;1;1;;MANUAL;20
2023_798669_2;2;45007;0;25;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;20
2023_59566_2;2;45000;0;30;1;5;0;1;8001;6;4;5;;0;1;1;;MANUAL;20
2023_1458144_2;2;45009;0;35;1;5;0;1;50006;1;4;5;;0;1;3;;MANUAL;21
2023_536931;2;44937;0;15;1;1;1;1;;5;1;1;26;1;1;2;;MANUAL;21
2022_18721994_2;2;44987;0;25;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;21
2023_1142032_2;2;45001;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;21
2023_262573;2;44931;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;21
2023_1161942_2;2;45000;0;25;2;5;0;1;52001;1;4;5;;0;1;1;;MANUAL;21
2022_18449768_2;2;44988;0;24;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;21
2023_46860_2;2;45012;0;30;1;5;0;1;5237;1;4;5;;0;1;1;;MANUAL;22
2022_18502550_2;2;44991;0;35;1;5;0;1;68276;1;4;5;;0;1;3;;MANUAL;22
2022_18875107_2;2;44987;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;22
2023_1404918_2;2;44998;0;30;1;5;0;1;5088;1;4;5;;0;1;1;;MANUAL;22
2023_4835740;2;45015;0;25;2;1;0;1;;1;1;1;15;1;1;2;;MANUAL;22
2022_15802911_2;2;45012;0;25;2;5;0;1;8001;6;4;5;;0;1;1;;MANUAL;23
2023_3196884_2;2;45016;0;23;1;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;23
2023_1017402_2;2;45015;0;21;1;5;0;1;13001;11;4;5;;0;1;1;;MANUAL;23
2022_18230923_2;2;44992;0;35;1;5;0;1;11001;18;4;5;;0;1;3;;MANUAL;23
2022_13517711_2;2;44987;0;32;2;5;0;1;11001;28;4;5;;0;1;1;;MANUAL;23
2023_538104_2;2;45012;0;23;1;5;0;1;5360;1;4;5;;0;1;1;;MANUAL;23
2022_17788029_2;2;45001;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;24
2023_626824_2;2;45009;0;32;1;5;0;1;52001;6;4;5;;0;1;1;;MANUAL;24
2022_15990837_2;2;45002;0;25;1;5;0;1;18001;17;4;5;;0;1;1;;MANUAL;24
2022_18807594;2;44917;0;15;1;1;1;1;;31;1;1;75;1;1;2;;MANUAL;24
2023_1798315_2;2;45009;0;25;1;5;0;1;19001;1;4;5;;0;1;1;;MANUAL;24
2023_505754_2;2;45007;0;25;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;24
2023_1400924_2;2;45009;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;25
2023_4526267;2;45009;0;7;2;1;0;1;;6;1;1;56;1;2;2;;MANUAL;25
2023_834225_2;2;45014;0;14;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;25
2023_540031_2;2;45013;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;25
2023_360060_2;2;45014;0;30;1;5;0;1;8433;18;4;5;;0;1;1;;MANUAL;25
2022_18255925_2;2;44998;0;23;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;25
2023_2071000;2;44965;0;10;1;1;0;1;;12;1;1;20;1;2;2;;MANUAL;1
2023_809404_2;2;45002;0;32;1;5;0;1;76520;6;4;5;;0;1;1;;MANUAL;1
2023_1229545_2;2;45006;0;30;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;1
2023_709996_2;2;45000;0;36;1;5;0;1;25754;6;4;5;;0;1;1;;MANUAL;1
2023_746213_2;2;44998;0;32;1;5;0;1;76001;11;4;5;;0;1;1;;MANUAL;1
2022_17847472;2;44897;0;15;1;1;1;1;;5;1;1;15;1;1;2;;MANUAL;2
2022_18863459;2;44918;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;2
2023_876479_2;2;45008;0;25;2;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;2
2022_17001342_2;2;44988;0;32;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;2
2023_1041721_2;2;44987;0;32;1;5;0;1;66001;6;4;5;;0;1;1;;MANUAL;2
2023_70684_2;2;44998;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;2
2022_18452366_2;2;45008;0;26;2;5;0;1;76001;17;4;5;;0;1;1;;MANUAL;3
2022_9883653_2;2;44991;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;3
2023_1413005_2;2;45013;0;25;1;5;0;1;15001;1;4;5;;0;1;1;;MANUAL;3
2023_570864_2;2;45008;0;32;2;5;0;1;76111;11;4;5;;0;1;1;;MANUAL;3
2023_1355529_2;2;44992;0;25;1;5;0;1;76834;1;4;5;;0;1;1;;MANUAL;3
2022_18051905_2;2;45014;0;25;1;5;0;1;18001;1;4;5;;0;1;1;;MANUAL;4
2023_4002410;2;44999;0;15;1;1;1;1;;4;1;1;49;1;2;2;;MANUAL;4
2023_584958_2;2;44999;0;23;2;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;4
2023_3992396;2;44999;0;14;2;1;0;1;;6;1;1;26;1;1;2;;MANUAL;4
2023_972923_2;2;45008;0;25;1;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;4
2023_1002820_2;2;45009;0;30;2;5;0;1;76001;6;4;5;;0;1;1;;MANUAL;4
2022_18893385_2;2;45014;0;29;2;5;0;1;25326;1;4;5;;0;1;1;;MANUAL;5
2023_4138974;2;45001;0;25;1;2;0;1;;18;1;1;27;1;2;2;;MANUAL;5
2023_1923804_2;2;45012;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;5
2022_16403328_2;2;44991;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;5
2023_1383922_2;2;45001;0;25;2;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;5
2023_926711_2;2;45013;0;25;2;5;0;1;5266;1;4;5;;0;1;1;;MANUAL;6
2022_17128403_2;2;44993;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;6
2022_17259738_2;2;44993;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;6
2023_852544_2;2;45002;0;25;1;5;0;1;5266;1;4;5;;0;1;1;;MANUAL;6
2022_18612944_2;2;45008;0;35;1;5;0;1;8433;1;4;5;;0;1;3;;MANUAL;6
2023_171396_2;2;45014;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;7
2023_1471965_2;2;45002;0;25;1;5;0;1;25899;1;4;5;;0;1;1;;MANUAL;7
2023_126927_2;2;45007;0;36;1;5;0;1;25473;11;4;5;;0;1;1;;MANUAL;7
2022_18106195_2;2;44994;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;7
2022_17157909_2;2;45001;0;25;2;5;0;1;11001;17;4;5;;0;1;1;;MANUAL;7
2023_187121_2;2;44991;0;23;2;5;0;1;68001;1;4;5;;0;1;1;;MANUAL;7
2023_68779;2;44928;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;7
2023_1098537;2;44950;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;8
2022_16902634_2;2;44995;0;30;2;5;0;1;17777;1;4;5;;0;1;1;;MANUAL;8
2023_602590_2;2;44992;0;32;1;5;0;1;13001;6;4;5;;0;1;1;;MANUAL;8
2023_68029_2;2;45007;0;25;1;5;0;1;8001;6;4;5;;0;1;1;;MANUAL;8
2023_1265749_2;2;45013;0;25;1;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;8
2022_18833014_2;2;45012;0;36;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;8
2023_59519_2;2;45007;0;25;1;5;0;1;68001;1;4;5;;0;1;1;;MANUAL;9
2023_2188486;2;44967;0;10;1;1;0;1;;9;1;1;23;1;2;2;;MANUAL;9
2023_112163_2;2;44995;0;25;1;5;0;1;25126;6;4;5;;0;1;1;;MANUAL;9
2023_450420;2;44936;0;15;1;1;1;1;;5;1;1;6;1;1;2;;MANUAL;9
2023_805549_2;2;44999;0;30;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;9
2023_442949;2;44936;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;10
2023_898322;2;44944;0;15;1;1;1;1;;31;1;1;21;1;1;2;;MANUAL;10
2023_134984;2;44929;0;15;1;1;1;1;;5;1;1;72;1;1;2;;MANUAL;10
2022_10801560_2;2;45009;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;10
2023_926979_2;2;45008;0;30;2;5;0;1;68001;1;4;5;;0;1;1;;MANUAL;10
2023_611842_2;2;45014;0;21;1;5;0;1;68679;11;4;5;;0;1;1;;MANUAL;11
2023_1405930_2;2;45014;0;25;1;5;0;1;73001;1;4;5;;0;1;1;;MANUAL;11
2023_1249419_2;2;44998;0;23;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;11
2023_941266_2;2;45008;0;30;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;11
2022_18881935;2;44918;0;15;1;1;1;1;;5;1;1;11;1;1;2;;MANUAL;11
2022_18814598;2;44917;0;15;1;1;1;1;;5;1;1;79;1;1;2;;MANUAL;11
2023_1495709_2;2;45016;0;32;1;5;0;1;8758;6;4;5;;0;1;1;;MANUAL;12
2022_16996586_2;2;44998;0;12;1;5;0;1;25126;3;4;5;;0;1;1;;MANUAL;12
2023_202137_2;2;44994;0;25;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;12
2023_2889953_9_2;2;44993;0;14;2;5;0;1;23189;1;4;5;1;0;1;1;;MANUAL;12
2023_1311532_2;2;45006;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;12
2023_71094_2;2;44995;0;36;2;5;0;1;76001;18;4;5;;0;1;1;;MANUAL;13
2023_1050211_2;2;45012;0;25;2;5;0;1;5631;1;4;5;;0;1;1;;MANUAL;13
2023_4844323;2;45015;0;25;1;2;0;1;;1;1;1;17;1;2;2;;MANUAL;13
2023_3886971;2;44998;0;15;1;1;1;1;;5;1;1;64;1;2;2;;MANUAL;13
2023_898781_2;2;45001;0;25;1;5;0;1;5045;1;4;5;;0;1;1;;MANUAL;13
2023_1153402_2;2;44995;0;30;2;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;13
2022_18314750;2;44908;0;15;1;1;1;1;;5;1;1;12;1;1;2;;MANUAL;14
2023_1212389_2;2;44993;0;25;2;5;0;1;76563;1;4;5;;0;1;1;;MANUAL;14
2022_16741916_2;2;45013;0;25;2;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;14
2022_16605428_2;2;44988;0;25;2;5;0;1;11001;17;4;5;;0;1;1;;MANUAL;14
2023_3837704;2;44995;0;15;1;1;1;1;;5;1;1;8;1;1;2;;MANUAL;14
2023_43476_2;2;45016;0;32;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;14
2022_16928131_2;2;45002;0;25;1;5;0;1;23001;6;4;5;;0;1;1;;MANUAL;15
2023_679010_2;2;45008;0;25;1;5;0;1;5837;6;4;5;;0;1;1;;MANUAL;15
2023_419613;2;44936;0;15;1;1;1;1;;4;1;1;47;1;1;2;;MANUAL;15
2023_1009308_2;2;45009;0;25;1;5;0;1;50001;1;4;5;;0;1;1;;MANUAL;15
2023_1703579_2;2;44998;0;25;2;5;0;1;19001;6;4;5;;0;1;1;;MANUAL;15
2023_39074_2;2;45001;0;32;1;5;0;1;76001;18;4;5;;0;1;1;;MANUAL;15
2022_18625924;2;44914;0;15;1;1;1;1;;32;1;1;26;1;1;2;;MANUAL;16
2023_2310631_2;2;44992;0;25;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;16
2022_16664810_2;2;44999;0;25;2;5;0;1;76001;1;4;5;;0;1;1;;MANUAL;16
2023_1255258_2;2;44995;0;30;2;5;0;1;68276;1;4;5;;0;1;1;;MANUAL;16
2022_15999431_2;2;44992;0;25;1;5;0;1;68276;6;4;5;;0;1;1;;MANUAL;16
2023_71846;2;44928;0;15;1;1;1;1;;5;1;1;17;1;1;2;;MANUAL;16
2022_17743124_2;2;45016;0;25;2;5;0;1;66001;1;4;5;;0;1;1;;MANUAL;17
2023_435504;2;44936;0;15;1;1;1;1;;5;1;1;19;1;1;2;;MANUAL;17
2023_648770_2;2;44995;0;25;2;5;0;1;25126;6;4;5;;0;1;1;;MANUAL;17
2023_4696106;2;45013;0;14;2;1;0;1;;18;1;1;36;1;1;2;;MANUAL;17
2023_895380_2;2;45016;0;23;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;17
2023_812913_2;2;44998;0;25;1;5;0;1;66001;1;4;5;;0;1;1;;MANUAL;17
2023_54990;2;44928;0;15;1;1;1;1;;32;1;1;12;1;1;2;;MANUAL;18
2023_673799_2;2;45013;0;25;1;5;0;1;47555;17;4;5;;0;1;1;;MANUAL;18
2023_253182_2;2;44991;0;30;2;5;0;1;44001;6;4;5;;0;1;1;;MANUAL;18
2022_14798347_2;2;44993;0;25;1;5;0;1;15176;18;4;5;;0;1;1;;MANUAL;18
2023_361386_2;2;45015;0;25;1;5;0;1;68276;1;4;5;;0;1;1;;MANUAL;18
2023_4759648_9_2;2;45015;0;8;1;5;0;1;8001;3;4;5;1;0;1;1;;MANUAL;18
2023_1202979;2;44951;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;19
2023_3329443_2;2;45008;0;25;1;5;0;1;5001;1;4;5;;0;1;1;;MANUAL;19
2022_18301435;2;44908;0;15;1;1;1;1;;5;1;1;17;1;1;2;;MANUAL;19
2023_4812345;2;45015;0;25;1;2;0;1;;1;1;1;24;1;2;2;;MANUAL;19
2023_1049648_2;2;45007;0;25;1;5;0;1;68001;6;4;5;;0;1;1;;MANUAL;19
2022_9969385_2;2;44988;1;14;1;5;0;1;11001;;4;5;74;0;1;1;;MANUAL;20
2023_4271591;2;45006;0;14;2;1;0;1;;1;1;1;77;1;1;2;;MANUAL;20
2023_1308442_2;2;45007;0;30;2;5;0;1;63001;1;4;5;;0;1;1;;MANUAL;20
2022_16835846_2;2;45016;0;25;2;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;20
2023_368151_2;2;45014;0;36;1;5;0;1;11001;11;4;5;;0;1;1;;MANUAL;20
2022_18109063_2;2;44994;0;25;1;5;0;1;23466;1;4;5;;0;1;1;;MANUAL;20
2022_16364843_2;2;45016;0;25;2;5;0;1;20001;18;4;5;;0;1;1;;MANUAL;21
2023_804630;2;44943;0;15;1;1;1;1;;5;1;1;70;1;1;2;;MANUAL;21
2023_883311_2;2;45013;0;25;1;5;0;1;23001;1;4;5;;0;1;1;;MANUAL;21
2022_18706032_2;2;44999;0;25;1;5;0;1;5001;6;4;5;;0;1;1;;MANUAL;21
2022_18496178;2;44911;0;15;1;1;1;1;;5;1;1;6;1;1;2;;MANUAL;21
2023_827681_2;2;45015;0;32;1;5;0;1;41668;18;4;5;;0;1;1;;MANUAL;21
2023_647573_2;2;45012;0;25;2;5;0;1;68081;1;4;5;;0;1;1;;MANUAL;21
2023_1161395_2;2;45007;0;36;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;22
2023_1281422_2;2;45001;0;30;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;22
2023_926081_2;2;45008;0;25;1;5;0;1;11001;18;4;5;;0;1;1;;MANUAL;22
2022_15168321_2;2;44999;0;35;1;5;0;1;41001;1;4;5;;0;1;3;;MANUAL;22
2023_1499877_2;2;45013;0;32;1;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;22
2023_4845997;2;45015;0;23;2;2;0;1;;1;1;1;84;1;2;2;;MANUAL;23
2023_23672_2;2;44998;0;36;2;5;0;1;88001;11;4;5;;0;1;1;;MANUAL;23
2022_18621917_2;2;44994;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;23
2023_2848881_2;2;45026;0;25;1;5;0;1;8001;1;4;5;;0;2;1;;MANUAL;23
2023_3685604_2;2;45006;0;36;1;5;0;1;5266;11;4;5;;0;1;1;;MANUAL;23
2023_3991358;2;44999;0;25;1;2;0;1;;1;1;1;19;1;2;2;;MANUAL;23
2023_1442907_2;2;44999;0;25;1;5;0;1;5001;17;4;5;;0;1;1;;MANUAL;24
2023_1329683_2;2;44992;0;23;1;5;0;1;5837;1;4;5;;0;1;1;;MANUAL;24
2023_1134630_2;2;44995;0;25;2;5;0;1;11001;6;4;5;;0;1;1;;MANUAL;24
2022_14129339_2;2;45008;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;24
2023_1048829_2;2;45026;0;32;1;5;0;1;86568;6;4;5;;0;2;1;;MANUAL;24
2023_1072563_2;2;45001;0;25;2;5;0;1;50001;1;4;5;;0;1;1;;MANUAL;24
2023_1115968_2;2;45013;0;32;1;5;0;1;13001;6;4;5;;0;1;1;;MANUAL;25
2023_1162494_2;2;45016;0;25;2;5;0;1;76001;17;4;5;;0;1;1;;MANUAL;25
2023_1151828_2;2;45012;0;25;2;5;0;1;11001;17;4;5;;0;1;1;;MANUAL;25
2023_459332_2;2;45016;0;27;1;5;0;1;13001;6;4;5;;0;1;1;;MANUAL;25
2022_16613850_2;2;44993;0;23;1;5;0;1;8001;1;4;5;;0;1;1;;MANUAL;25
2023_251181_2;2;44993;0;25;1;5;0;1;11001;1;4;5;;0;1;1;;MANUAL;25
